,Molecule-Batch ID,SMDC_ID_Lot,name,collection,plate,well
0,AVI-0001816-001,SMDC-916848-1,1,SMDC Monophore,SMDC-MPHORE-384-1-02,A03
1,AVI-0001687-001,SMDC-916928-1,81,SMDC Monophore,SMDC-MPHORE-384-1-02,A04
2,AVI-0001656-001,SMDC-916849-1,2,SMDC Monophore,SMDC-MPHORE-384-1-02,A05
3,AVI-0001682-001,SMDC-916929-1,82,SMDC Monophore,SMDC-MPHORE-384-1-02,A06
4,AVI-0001524-001,SMDC-916850-1,3,SMDC Monophore,SMDC-MPHORE-384-1-02,A07
5,AVI-0001663-001,SMDC-916930-1,83,SMDC Monophore,SMDC-MPHORE-384-1-02,A08
6,AVI-0001745-001,SMDC-916851-1,4,SMDC Monophore,SMDC-MPHORE-384-1-02,A09
7,AVI-0001512-001,SMDC-916931-1,84,SMDC Monophore,SMDC-MPHORE-384-1-02,A10
8,AVI-0001603-001,SMDC-916852-1,5,SMDC Monophore,SMDC-MPHORE-384-1-02,A11
9,AVI-0001535-001,SMDC-916932-1,85,SMDC Monophore,SMDC-MPHORE-384-1-02,A12
10,AVI-0001540-001,SMDC-916853-1,6,SMDC Monophore,SMDC-MPHORE-384-1-02,A13
11,AVI-0001768-001,SMDC-916933-1,86,SMDC Monophore,SMDC-MPHORE-384-1-02,A14
12,AVI-0001608-001,SMDC-916854-1,7,SMDC Monophore,SMDC-MPHORE-384-1-02,A15
13,AVI-0001581-001,SMDC-916934-1,87,SMDC Monophore,SMDC-MPHORE-384-1-02,A16
14,AVI-0001590-001,SMDC-916855-1,8,SMDC Monophore,SMDC-MPHORE-384-1-02,A17
15,AVI-0001681-001,SMDC-916935-1,88,SMDC Monophore,SMDC-MPHORE-384-1-02,A18
16,AVI-0001749-001,SMDC-916856-1,9,SMDC Monophore,SMDC-MPHORE-384-1-02,A19
17,AVI-0001520-001,SMDC-916936-1,89,SMDC Monophore,SMDC-MPHORE-384-1-02,A20
18,AVI-0001591-001,SMDC-916857-1,10,SMDC Monophore,SMDC-MPHORE-384-1-02,A21
19,AVI-0001554-001,SMDC-916937-1,90,SMDC Monophore,SMDC-MPHORE-384-1-02,A22
20,AVI-0001605-001,SMDC-917007-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B03
21,AVI-0001561-001,SMDC-917087-1,241,SMDC Monophore,SMDC-MPHORE-384-1-02,B04
22,AVI-0001576-001,SMDC-917008-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B05
23,AVI-0001528-001,SMDC-917088-1,242,SMDC Monophore,SMDC-MPHORE-384-1-02,B06
24,AVI-0001562-001,SMDC-917009-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B07
25,AVI-0001688-001,SMDC-917089-1,243,SMDC Monophore,SMDC-MPHORE-384-1-02,B08
26,AVI-0001827-001,SMDC-917010-1,164,SMDC Monophore,SMDC-MPHORE-384-1-02,B09
27,AVI-0001567-001,SMDC-917090-1,244,SMDC Monophore,SMDC-MPHORE-384-1-02,B10
28,AVI-0001771-001,SMDC-917011-1,165,SMDC Monophore,SMDC-MPHORE-384-1-02,B11
29,AVI-0001766-001,SMDC-917091-1,245,SMDC Monophore,SMDC-MPHORE-384-1-02,B12
30,AVI-0001683-001,SMDC-917012-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B13
31,AVI-0001723-001,SMDC-917092-1,246,SMDC Monophore,SMDC-MPHORE-384-1-02,B14
32,AVI-0001781-001,SMDC-917013-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B15
33,AVI-0001659-001,SMDC-917093-1,247,SMDC Monophore,SMDC-MPHORE-384-1-02,B16
34,AVI-0001660-001,SMDC-917014-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B17
35,AVI-0001801-001,SMDC-917094-1,248,SMDC Monophore,SMDC-MPHORE-384-1-02,B18
36,AVI-0001748-001,SMDC-917015-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B19
37,AVI-0001604-001,SMDC-917095-1,249,SMDC Monophore,SMDC-MPHORE-384-1-02,B20
38,AVI-0001613-001,SMDC-917016-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,B21
39,AVI-0001798-001,SMDC-917096-1,250,SMDC Monophore,SMDC-MPHORE-384-1-02,B22
40,AVI-0001640-001,SMDC-916858-1,11,SMDC Monophore,SMDC-MPHORE-384-1-02,C03
41,AVI-0001563-001,SMDC-916938-1,91,SMDC Monophore,SMDC-MPHORE-384-1-02,C04
42,AVI-0001519-001,SMDC-916859-1,12,SMDC Monophore,SMDC-MPHORE-384-1-02,C05
43,AVI-0001679-001,SMDC-916939-1,92,SMDC Monophore,SMDC-MPHORE-384-1-02,C06
44,AVI-0001518-001,SMDC-916860-1,13,SMDC Monophore,SMDC-MPHORE-384-1-02,C07
45,AVI-0001614-001,SMDC-916940-1,93,SMDC Monophore,SMDC-MPHORE-384-1-02,C08
46,AVI-0001606-001,SMDC-916861-1,14,SMDC Monophore,SMDC-MPHORE-384-1-02,C09
47,AVI-0001569-001,SMDC-916941-1,94,SMDC Monophore,SMDC-MPHORE-384-1-02,C10
48,AVI-0001757-001,SMDC-916862-1,15,SMDC Monophore,SMDC-MPHORE-384-1-02,C11
49,AVI-0001609-001,SMDC-916942-1,95,SMDC Monophore,SMDC-MPHORE-384-1-02,C12
50,AVI-0001698-001,SMDC-916863-1,16,SMDC Monophore,SMDC-MPHORE-384-1-02,C13
51,AVI-0001739-001,SMDC-916943-1,96,SMDC Monophore,SMDC-MPHORE-384-1-02,C14
52,AVI-0001521-001,SMDC-916864-1,17,SMDC Monophore,SMDC-MPHORE-384-1-02,C15
53,AVI-0001626-001,SMDC-916944-1,97,SMDC Monophore,SMDC-MPHORE-384-1-02,C16
54,AVI-0001761-001,SMDC-916865-1,18,SMDC Monophore,SMDC-MPHORE-384-1-02,C17
55,AVI-0001564-001,SMDC-916945-1,98,SMDC Monophore,SMDC-MPHORE-384-1-02,C18
56,AVI-0001678-001,SMDC-916866-1,19,SMDC Monophore,SMDC-MPHORE-384-1-02,C19
57,AVI-0001552-001,SMDC-916946-1,99,SMDC Monophore,SMDC-MPHORE-384-1-02,C20
58,AVI-0001579-001,SMDC-916867-1,20,SMDC Monophore,SMDC-MPHORE-384-1-02,C21
59,AVI-0001808-001,SMDC-916947-1,100,SMDC Monophore,SMDC-MPHORE-384-1-02,C22
60,AVI-0001762-001,SMDC-917017-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D03
61,AVI-0001515-001,SMDC-917097-1,251,SMDC Monophore,SMDC-MPHORE-384-1-02,D04
62,AVI-0001784-001,SMDC-917018-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D05
63,AVI-0001744-001,SMDC-917098-1,252,SMDC Monophore,SMDC-MPHORE-384-1-02,D06
64,AVI-0001713-001,SMDC-917019-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D07
65,AVI-0001599-001,SMDC-917099-1,253,SMDC Monophore,SMDC-MPHORE-384-1-02,D08
66,AVI-0001653-001,SMDC-917020-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D09
67,AVI-0001587-001,SMDC-917100-1,254,SMDC Monophore,SMDC-MPHORE-384-1-02,D10
68,AVI-0001670-001,SMDC-917021-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D11
69,AVI-0001828-001,SMDC-917101-1,255,SMDC Monophore,SMDC-MPHORE-384-1-02,D12
70,AVI-0001600-001,SMDC-917022-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D13
71,AVI-0001799-001,SMDC-917102-1,256,SMDC Monophore,SMDC-MPHORE-384-1-02,D14
72,AVI-0001704-001,SMDC-917023-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D15
73,AVI-0001686-001,SMDC-917103-1,257,SMDC Monophore,SMDC-MPHORE-384-1-02,D16
74,AVI-0001795-001,SMDC-917024-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D17
75,AVI-0001694-001,SMDC-917104-1,258,SMDC Monophore,SMDC-MPHORE-384-1-02,D18
76,AVI-0001516-001,SMDC-917025-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D19
77,AVI-0001530-001,SMDC-917105-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D20
78,AVI-0001732-001,SMDC-917026-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,D21
79,AVI-0001638-001,SMDC-917106-1,260,SMDC Monophore,SMDC-MPHORE-384-1-02,D22
80,AVI-0001734-001,SMDC-916868-1,21,SMDC Monophore,SMDC-MPHORE-384-1-02,E03
81,AVI-0001529-001,SMDC-916948-1,101,SMDC Monophore,SMDC-MPHORE-384-1-02,E04
82,AVI-0001817-001,SMDC-916869-1,22,SMDC Monophore,SMDC-MPHORE-384-1-02,E05
83,AVI-0001533-001,SMDC-916949-1,102,SMDC Monophore,SMDC-MPHORE-384-1-02,E06
84,AVI-0001618-001,SMDC-916870-1,23,SMDC Monophore,SMDC-MPHORE-384-1-02,E07
85,AVI-0001753-001,SMDC-916950-1,103,SMDC Monophore,SMDC-MPHORE-384-1-02,E08
86,AVI-0001582-001,SMDC-916871-1,24,SMDC Monophore,SMDC-MPHORE-384-1-02,E09
87,AVI-0001720-001,SMDC-916951-1,104,SMDC Monophore,SMDC-MPHORE-384-1-02,E10
88,AVI-0001643-001,SMDC-916872-1,25,SMDC Monophore,SMDC-MPHORE-384-1-02,E11
89,AVI-0001747-001,SMDC-916952-1,105,SMDC Monophore,SMDC-MPHORE-384-1-02,E12
90,AVI-0001787-001,SMDC-916873-1,26,SMDC Monophore,SMDC-MPHORE-384-1-02,E13
91,AVI-0001525-001,SMDC-916953-1,106,SMDC Monophore,SMDC-MPHORE-384-1-02,E14
92,AVI-0001821-001,SMDC-916874-1,27,SMDC Monophore,SMDC-MPHORE-384-1-02,E15
93,AVI-0001754-001,SMDC-916954-1,107,SMDC Monophore,SMDC-MPHORE-384-1-02,E16
94,AVI-0001661-001,SMDC-916875-1,28,SMDC Monophore,SMDC-MPHORE-384-1-02,E17
95,AVI-0001531-001,SMDC-916955-1,108,SMDC Monophore,SMDC-MPHORE-384-1-02,E18
96,AVI-0001777-001,SMDC-916876-1,29,SMDC Monophore,SMDC-MPHORE-384-1-02,E19
97,AVI-0001696-001,SMDC-916956-1,109,SMDC Monophore,SMDC-MPHORE-384-1-02,E20
98,AVI-0001568-001,SMDC-916877-1,30,SMDC Monophore,SMDC-MPHORE-384-1-02,E21
99,AVI-0001571-001,SMDC-916957-1,110,SMDC Monophore,SMDC-MPHORE-384-1-02,E22
100,AVI-0001724-001,SMDC-917027-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F03
101,AVI-0001695-001,SMDC-917107-1,261,SMDC Monophore,SMDC-MPHORE-384-1-02,F04
102,AVI-0001740-001,SMDC-917028-1,182,SMDC Monophore,SMDC-MPHORE-384-1-02,F05
103,AVI-0001549-001,SMDC-917108-1,262,SMDC Monophore,SMDC-MPHORE-384-1-02,F06
104,AVI-0001669-001,SMDC-917029-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F07
105,AVI-0001676-001,SMDC-917109-1,263,SMDC Monophore,SMDC-MPHORE-384-1-02,F08
106,AVI-0001812-001,SMDC-917030-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F09
107,AVI-0001565-001,SMDC-917110-1,264,SMDC Monophore,SMDC-MPHORE-384-1-02,F10
108,AVI-0001763-001,SMDC-917031-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F11
109,AVI-0001595-001,SMDC-917111-1,265,SMDC Monophore,SMDC-MPHORE-384-1-02,F12
110,AVI-0001607-001,SMDC-917032-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F13
111,AVI-0001701-001,SMDC-917112-1,266,SMDC Monophore,SMDC-MPHORE-384-1-02,F14
112,AVI-0001584-001,SMDC-917033-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F15
113,AVI-0001667-001,SMDC-917113-1,267,SMDC Monophore,SMDC-MPHORE-384-1-02,F16
114,AVI-0001632-001,SMDC-917034-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F17
115,AVI-0001668-001,SMDC-917114-1,268,SMDC Monophore,SMDC-MPHORE-384-1-02,F18
116,AVI-0001813-001,SMDC-917035-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F19
117,AVI-0001541-001,SMDC-917115-1,269,SMDC Monophore,SMDC-MPHORE-384-1-02,F20
118,AVI-0001662-001,SMDC-917036-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,F21
119,AVI-0001783-001,SMDC-917116-1,270,SMDC Monophore,SMDC-MPHORE-384-1-02,F22
120,AVI-0001819-001,SMDC-916878-1,31,SMDC Monophore,SMDC-MPHORE-384-1-02,G03
121,AVI-0001758-001,SMDC-916958-1,111,SMDC Monophore,SMDC-MPHORE-384-1-02,G04
122,AVI-0001767-001,SMDC-916879-1,32,SMDC Monophore,SMDC-MPHORE-384-1-02,G05
123,AVI-0001825-001,SMDC-916959-1,112,SMDC Monophore,SMDC-MPHORE-384-1-02,G06
124,AVI-0001750-001,SMDC-916880-1,33,SMDC Monophore,SMDC-MPHORE-384-1-02,G07
125,AVI-0001624-001,SMDC-916960-1,113,SMDC Monophore,SMDC-MPHORE-384-1-02,G08
126,AVI-0001699-001,SMDC-916881-1,34,SMDC Monophore,SMDC-MPHORE-384-1-02,G09
127,AVI-0001729-001,SMDC-916961-1,114,SMDC Monophore,SMDC-MPHORE-384-1-02,G10
128,AVI-0001751-001,SMDC-916882-1,35,SMDC Monophore,SMDC-MPHORE-384-1-02,G11
129,AVI-0001544-001,SMDC-916962-1,115,SMDC Monophore,SMDC-MPHORE-384-1-02,G12
130,AVI-0001690-001,SMDC-916883-1,36,SMDC Monophore,SMDC-MPHORE-384-1-02,G13
131,AVI-0001666-001,SMDC-916963-1,116,SMDC Monophore,SMDC-MPHORE-384-1-02,G14
132,AVI-0001522-001,SMDC-916884-1,37,SMDC Monophore,SMDC-MPHORE-384-1-02,G15
133,AVI-0001769-001,SMDC-916964-1,117,SMDC Monophore,SMDC-MPHORE-384-1-02,G16
134,AVI-0001596-001,SMDC-916885-1,38,SMDC Monophore,SMDC-MPHORE-384-1-02,G17
135,AVI-0001650-001,SMDC-916965-1,118,SMDC Monophore,SMDC-MPHORE-384-1-02,G18
136,AVI-0001820-001,SMDC-916886-1,39,SMDC Monophore,SMDC-MPHORE-384-1-02,G19
137,AVI-0001511-001,SMDC-916966-1,119,SMDC Monophore,SMDC-MPHORE-384-1-02,G20
138,AVI-0001577-001,SMDC-916887-1,40,SMDC Monophore,SMDC-MPHORE-384-1-02,G21
139,AVI-0001707-001,SMDC-916967-1,120,SMDC Monophore,SMDC-MPHORE-384-1-02,G22
140,AVI-0001639-001,SMDC-917037-1,191,SMDC Monophore,SMDC-MPHORE-384-1-02,H03
141,AVI-0001746-001,SMDC-917117-1,271,SMDC Monophore,SMDC-MPHORE-384-1-02,H04
142,AVI-0001583-001,SMDC-917038-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H05
143,AVI-0001743-001,SMDC-917118-1,272,SMDC Monophore,SMDC-MPHORE-384-1-02,H06
144,AVI-0001700-001,SMDC-917039-1,193,SMDC Monophore,SMDC-MPHORE-384-1-02,H07
145,AVI-0001806-001,SMDC-917119-1,273,SMDC Monophore,SMDC-MPHORE-384-1-02,H08
146,AVI-0001790-001,SMDC-917040-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H09
147,AVI-0001548-001,SMDC-917120-1,274,SMDC Monophore,SMDC-MPHORE-384-1-02,H10
148,AVI-0001721-001,SMDC-917041-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H11
149,AVI-0001641-001,SMDC-917121-1,275,SMDC Monophore,SMDC-MPHORE-384-1-02,H12
150,AVI-0001719-001,SMDC-917042-1,196,SMDC Monophore,SMDC-MPHORE-384-1-02,H13
151,AVI-0001780-001,SMDC-917122-1,276,SMDC Monophore,SMDC-MPHORE-384-1-02,H14
152,AVI-0001593-001,SMDC-917043-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H15
153,AVI-0001542-001,SMDC-917123-1,277,SMDC Monophore,SMDC-MPHORE-384-1-02,H16
154,AVI-0001772-001,SMDC-917044-1,198,SMDC Monophore,SMDC-MPHORE-384-1-02,H17
155,AVI-0001658-001,SMDC-917124-1,278,SMDC Monophore,SMDC-MPHORE-384-1-02,H18
156,AVI-0001705-001,SMDC-917045-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H19
157,AVI-0001672-001,SMDC-917125-1,279,SMDC Monophore,SMDC-MPHORE-384-1-02,H20
158,AVI-0001636-001,SMDC-917046-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,H21
159,AVI-0001796-001,SMDC-917126-3,,SMDC Monophore,SMDC-MPHORE-384-1-02,H22
160,AVI-0001736-001,SMDC-916888-1,41,SMDC Monophore,SMDC-MPHORE-384-1-02,I03
161,AVI-0001717-001,SMDC-916968-1,121,SMDC Monophore,SMDC-MPHORE-384-1-02,I04
162,AVI-0001755-001,SMDC-916889-1,42,SMDC Monophore,SMDC-MPHORE-384-1-02,I05
163,AVI-0001788-001,SMDC-916969-1,122,SMDC Monophore,SMDC-MPHORE-384-1-02,I06
164,AVI-0001737-001,SMDC-916890-1,43,SMDC Monophore,SMDC-MPHORE-384-1-02,I07
165,AVI-0001588-001,SMDC-916970-1,123,SMDC Monophore,SMDC-MPHORE-384-1-02,I08
166,AVI-0001631-001,SMDC-916891-1,44,SMDC Monophore,SMDC-MPHORE-384-1-02,I09
167,AVI-0001815-001,SMDC-916971-1,124,SMDC Monophore,SMDC-MPHORE-384-1-02,I10
168,AVI-0001805-001,SMDC-916892-1,45,SMDC Monophore,SMDC-MPHORE-384-1-02,I11
169,AVI-0001646-001,SMDC-916972-1,125,SMDC Monophore,SMDC-MPHORE-384-1-02,I12
170,AVI-0001556-001,SMDC-916893-1,46,SMDC Monophore,SMDC-MPHORE-384-1-02,I13
171,AVI-0001829-001,SMDC-916973-1,126,SMDC Monophore,SMDC-MPHORE-384-1-02,I14
172,AVI-0001553-001,SMDC-916894-1,47,SMDC Monophore,SMDC-MPHORE-384-1-02,I15
173,AVI-0001804-001,SMDC-916974-1,127,SMDC Monophore,SMDC-MPHORE-384-1-02,I16
174,AVI-0001794-001,SMDC-916895-1,48,SMDC Monophore,SMDC-MPHORE-384-1-02,I17
175,AVI-0001671-001,SMDC-916975-1,128,SMDC Monophore,SMDC-MPHORE-384-1-02,I18
176,AVI-0001810-001,SMDC-916896-1,49,SMDC Monophore,SMDC-MPHORE-384-1-02,I19
177,AVI-0001691-001,SMDC-916976-1,129,SMDC Monophore,SMDC-MPHORE-384-1-02,I20
178,AVI-0001538-001,SMDC-916897-1,50,SMDC Monophore,SMDC-MPHORE-384-1-02,I21
179,AVI-0001566-001,SMDC-916977-1,130,SMDC Monophore,SMDC-MPHORE-384-1-02,I22
180,AVI-0001610-001,SMDC-917047-1,201,SMDC Monophore,SMDC-MPHORE-384-1-02,J03
181,AVI-0001675-001,SMDC-917127-1,281,SMDC Monophore,SMDC-MPHORE-384-1-02,J04
182,AVI-0001785-001,SMDC-917048-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J05
183,AVI-0001627-001,SMDC-917128-1,282,SMDC Monophore,SMDC-MPHORE-384-1-02,J06
184,AVI-0001539-001,SMDC-917049-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J07
185,AVI-0001573-001,SMDC-917129-1,283,SMDC Monophore,SMDC-MPHORE-384-1-02,J08
186,AVI-0001647-001,SMDC-917050-1,204,SMDC Monophore,SMDC-MPHORE-384-1-02,J09
187,AVI-0001601-001,SMDC-917130-1,284,SMDC Monophore,SMDC-MPHORE-384-1-02,J10
188,AVI-0001709-001,SMDC-917051-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J11
189,AVI-0001778-001,SMDC-917131-1,285,SMDC Monophore,SMDC-MPHORE-384-1-02,J12
190,AVI-0001645-001,SMDC-917052-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J13
191,AVI-0001673-001,SMDC-917132-1,286,SMDC Monophore,SMDC-MPHORE-384-1-02,J14
192,AVI-0001651-001,SMDC-917053-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J15
193,AVI-0001664-001,SMDC-917133-1,287,SMDC Monophore,SMDC-MPHORE-384-1-02,J16
194,AVI-0001589-001,SMDC-917054-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J17
195,AVI-0001727-001,SMDC-917134-1,288,SMDC Monophore,SMDC-MPHORE-384-1-02,J18
196,AVI-0001809-001,SMDC-917055-1,209,SMDC Monophore,SMDC-MPHORE-384-1-02,J19
197,AVI-0001712-001,SMDC-917135-1,289,SMDC Monophore,SMDC-MPHORE-384-1-02,J20
198,AVI-0001629-001,SMDC-917056-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,J21
199,AVI-0001622-001,SMDC-917136-1,290,SMDC Monophore,SMDC-MPHORE-384-1-02,J22
200,AVI-0001693-001,SMDC-916898-1,51,SMDC Monophore,SMDC-MPHORE-384-1-02,K03
201,AVI-0001642-001,SMDC-303996-2,131,SMDC Monophore,SMDC-MPHORE-384-1-02,K04
202,AVI-0001752-001,SMDC-916899-1,52,SMDC Monophore,SMDC-MPHORE-384-1-02,K05
203,AVI-0001557-001,SMDC-916978-1,132,SMDC Monophore,SMDC-MPHORE-384-1-02,K06
204,AVI-0001547-001,SMDC-916900-1,53,SMDC Monophore,SMDC-MPHORE-384-1-02,K07
205,AVI-0001773-001,SMDC-916979-1,133,SMDC Monophore,SMDC-MPHORE-384-1-02,K08
206,AVI-0001722-001,SMDC-916901-1,54,SMDC Monophore,SMDC-MPHORE-384-1-02,K09
207,AVI-0001625-001,SMDC-916980-1,134,SMDC Monophore,SMDC-MPHORE-384-1-02,K10
208,AVI-0001730-001,SMDC-916902-1,55,SMDC Monophore,SMDC-MPHORE-384-1-02,K11
209,AVI-0001742-001,SMDC-916981-1,135,SMDC Monophore,SMDC-MPHORE-384-1-02,K12
210,AVI-0001803-001,SMDC-916903-1,56,SMDC Monophore,SMDC-MPHORE-384-1-02,K13
211,AVI-0001555-001,SMDC-916982-1,136,SMDC Monophore,SMDC-MPHORE-384-1-02,K14
212,AVI-0001824-001,SMDC-916904-1,57,SMDC Monophore,SMDC-MPHORE-384-1-02,K15
213,AVI-0001807-001,SMDC-916983-1,137,SMDC Monophore,SMDC-MPHORE-384-1-02,K16
214,AVI-0001558-001,SMDC-916905-1,58,SMDC Monophore,SMDC-MPHORE-384-1-02,K17
215,AVI-0001611-001,SMDC-916984-1,138,SMDC Monophore,SMDC-MPHORE-384-1-02,K18
216,AVI-0001718-001,SMDC-916906-1,59,SMDC Monophore,SMDC-MPHORE-384-1-02,K19
217,AVI-0001628-001,SMDC-916985-1,139,SMDC Monophore,SMDC-MPHORE-384-1-02,K20
218,AVI-0001536-001,SMDC-916907-1,60,SMDC Monophore,SMDC-MPHORE-384-1-02,K21
219,AVI-0001779-001,SMDC-916986-1,140,SMDC Monophore,SMDC-MPHORE-384-1-02,K22
220,AVI-0001708-001,SMDC-917057-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L03
221,AVI-0001760-001,SMDC-917137-1,291,SMDC Monophore,SMDC-MPHORE-384-1-02,L04
222,AVI-0001731-001,SMDC-917058-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L05
223,AVI-0001634-001,SMDC-917138-1,292,SMDC Monophore,SMDC-MPHORE-384-1-02,L06
224,AVI-0001791-001,SMDC-917059-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L07
225,AVI-0001741-001,SMDC-917139-1,293,SMDC Monophore,SMDC-MPHORE-384-1-02,L08
226,AVI-0001648-001,SMDC-917060-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L09
227,AVI-0001789-001,SMDC-917140-1,294,SMDC Monophore,SMDC-MPHORE-384-1-02,L10
228,AVI-0001585-001,SMDC-917061-1,215,SMDC Monophore,SMDC-MPHORE-384-1-02,L11
229,AVI-0001684-001,SMDC-917141-1,295,SMDC Monophore,SMDC-MPHORE-384-1-02,L12
230,AVI-0001735-001,SMDC-917062-1,216,SMDC Monophore,SMDC-MPHORE-384-1-02,L13
231,AVI-0001644-001,SMDC-917142-1,296,SMDC Monophore,SMDC-MPHORE-384-1-02,L14
232,AVI-0001514-001,SMDC-917063-1,217,SMDC Monophore,SMDC-MPHORE-384-1-02,L15
233,AVI-0001680-001,SMDC-917143-1,297,SMDC Monophore,SMDC-MPHORE-384-1-02,L16
234,AVI-0001702-001,SMDC-917064-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L17
235,AVI-0001602-001,SMDC-917144-1,298,SMDC Monophore,SMDC-MPHORE-384-1-02,L18
236,AVI-0001674-001,SMDC-917065-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L19
237,AVI-0001793-001,SMDC-917145-1,299,SMDC Monophore,SMDC-MPHORE-384-1-02,L20
238,AVI-0001621-001,SMDC-917066-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,L21
239,AVI-0001703-001,SMDC-917146-1,300,SMDC Monophore,SMDC-MPHORE-384-1-02,L22
240,AVI-0001594-001,SMDC-916908-1,61,SMDC Monophore,SMDC-MPHORE-384-1-02,M03
241,AVI-0001774-001,SMDC-916987-1,141,SMDC Monophore,SMDC-MPHORE-384-1-02,M04
242,AVI-0001776-001,SMDC-916909-1,62,SMDC Monophore,SMDC-MPHORE-384-1-02,M05
243,AVI-0001685-001,SMDC-916988-1,142,SMDC Monophore,SMDC-MPHORE-384-1-02,M06
244,AVI-0001527-001,SMDC-916910-1,63,SMDC Monophore,SMDC-MPHORE-384-1-02,M07
245,AVI-0001738-001,SMDC-916989-1,143,SMDC Monophore,SMDC-MPHORE-384-1-02,M08
246,AVI-0001575-001,SMDC-916911-1,64,SMDC Monophore,SMDC-MPHORE-384-1-02,M09
247,AVI-0001657-001,SMDC-916990-1,144,SMDC Monophore,SMDC-MPHORE-384-1-02,M10
248,AVI-0001572-001,SMDC-916912-1,65,SMDC Monophore,SMDC-MPHORE-384-1-02,M11
249,AVI-0001620-001,SMDC-916991-1,145,SMDC Monophore,SMDC-MPHORE-384-1-02,M12
250,AVI-0001792-001,SMDC-916913-1,66,SMDC Monophore,SMDC-MPHORE-384-1-02,M13
251,AVI-0001759-001,SMDC-916992-1,146,SMDC Monophore,SMDC-MPHORE-384-1-02,M14
252,AVI-0001764-001,SMDC-916914-1,67,SMDC Monophore,SMDC-MPHORE-384-1-02,M15
253,AVI-0001728-001,SMDC-916993-1,147,SMDC Monophore,SMDC-MPHORE-384-1-02,M16
254,AVI-0001711-001,SMDC-916915-1,68,SMDC Monophore,SMDC-MPHORE-384-1-02,M17
255,AVI-0001733-001,SMDC-916994-1,148,SMDC Monophore,SMDC-MPHORE-384-1-02,M18
256,AVI-0001710-001,SMDC-916916-1,69,SMDC Monophore,SMDC-MPHORE-384-1-02,M19
257,AVI-0001677-001,SMDC-916995-1,149,SMDC Monophore,SMDC-MPHORE-384-1-02,M20
258,AVI-0001615-001,SMDC-916917-1,70,SMDC Monophore,SMDC-MPHORE-384-1-02,M21
259,AVI-0001532-001,SMDC-916996-1,150,SMDC Monophore,SMDC-MPHORE-384-1-02,M22
260,AVI-0001523-001,SMDC-917067-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,N03
261,AVI-0001616-001,SMDC-917147-1,301,SMDC Monophore,SMDC-MPHORE-384-1-02,N04
262,AVI-0001726-001,SMDC-917068-2,,SMDC Monophore,SMDC-MPHORE-384-1-02,N05
263,AVI-0001574-001,SMDC-917148-1,302,SMDC Monophore,SMDC-MPHORE-384-1-02,N06
