,,,,,,,,,,,,,assay_1,assay_2
Compound,Alias,SMILES,Lot #,Lot Alias,Salt,Solvate,Vendor,PAINS,Bruns-Watson Demerit Score,Assay Count,Plate,Well,percentlabeled,percentlabeled
917094,,CN(C)CCSSCCNC(=O)c1ccc(OC(=O)C)cc1,1,248,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,B18,,8.5
917622,,C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCSSCCN(C)C,1,727,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,A16,,8.5
917895,,CN(C)CCSSCCNC(=O)c1cncc(Br)c1,1,1117,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O16,,8.5
917983,,CC(C)C(N1Cc2ccccc2C1=O)C(=O)N3CCC(CC3)C(=O)NCCSSCCN(C)C,1,1220,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D22,,8.5
918020,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)COc2cccc(Cl)c2,1,1258,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,L18,,8.5
957772,,COc1ccc(cc1C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)S(=O)(=O)C,1,1292,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C05,,8.5
960025,,CN(C)CCSSCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G10,,8.5
960058,,CN(C)CCSSCCN(C)C(=O)c1ccc(OC(F)(F)C(F)F)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M16,,8.5
966539,,CN(C)CCSSCCCn1cc(nn1)c2ccccc2C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,D03,,8.5
966932,,CC(C)CC(=O)NCCSSCCN(C)C,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H14,,8.5
966962,,CN(C)CCSSCCCNC(=O)C1CNC(=O)C1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N14,,8.5
917073,,CNc1ccccc1C(=O)NCCSSCCN(C)C,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,N15,,8.5
916902,,CCOc1ccccc1C(=O)NCCSSCCN,1,55,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K11,,8.4
916982,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)Cc2c(Cl)cccc2Cl,1,136,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K14,,8.4
917320,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cn2cnc3N(C)C(=O)N(C)C(=O)c23,1,475,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O12,,8.4
917354,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2cccc(c2)C(F)(F)F,1,509,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F19,,8.4
917398,,COc1ccc(CC(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccccn2)c(OC)c1,1,553,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P07,,8.4
917606,,COc1ccc(OC(F)(F)F)cc1C(=O)NCCSSCCN(C)C,2,1086,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I14,,8.4
960035,,COc1cc(C(=O)N(C)CCSSCCN(C)C)c(OC)c2ccccc12,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I10,,8.4
917592,,CN(C)CCSSCCNC(=O)c1cccc(OC(F)(F)F)c1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G04,,8.4
917594,,CC(C(=O)NCCSSCCN(C)C)c1ccc(cc1)C(=O)c2cccs2,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E18,,8.4
917280,,COc1cccc(C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C)c1O,1,435,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G12,,8.3
917534,,CN(C)CCSSCCNC(=O)CCC(=O)c1ccccn1,1,689,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,I19,,8.3
917766,,C[C@@H](O)[C@H](N(C)C(=O)OC(C)(C)C)C(=O)N1CCC[C@@H](C1)C(=O)NCCSSCCN(C)C,1,933,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L08,,"8.3, 7.8, 1.9"
917926,,CC(C(=O)NCCSSCCN(C)C)c1cccc(c1)C(=O)c2ccccc2,1,1155,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H11,,8.3
917974,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(O)Cc2ccccc2,1,1211,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D04,,8.3
993950,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@H]1CN(CC2CCCCC2)C(=O)C)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-3(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O05,,8.3
917245,,COc1ccc(CC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)cc1,1,399,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O19,,8.2
917658,,CC(Oc1ccc(Cl)cc1Cl)C(=O)NCCCSSCCN(C)C,1,872,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P05,,8.2
917923,,COc1cc(OC)c(cc1OC)C(=O)NCCSSCCN(C)C,1,1152,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H05,,8.2
957834,,CN(C)CCSSCCn1cc(nn1)c2ccc(Br)cc2,1,1354,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O09,,8.2
960006,,CN(C)CCSSCCN(C)C(=O)c1oc2ccccc2c1C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C12,,8.2
960030,,CN(C)CCSSCCN(C)C(=O)c1cc(Cl)c(N)c(Cl)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G20,,8.2
966839,,CN(C)CCSSCCn1cc(CN(C)Cc2ccccc2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,J11,,8.2
966853,,CN(C)CCSSCCn1cc(nn1)c2ccc(F)c(F)c2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N07,,8.2
966957,,CN(C)CCSSCCCNC(=O)c1c[nH]cn1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N04,,8.2
994618,,COc1ccc(c(OC)c1)c2ccc(O)c(c2)C(=O)NCCC(=O)NCCSSCCN(C)C,1,DT95-623-5,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,P19,,8.2
994816,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2csc3ccccc23,1,DT95-captopril-F04,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,B13,,8.2
994834,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC3(CCCCC3)C2,1,DT95-captopril-H06,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,F17,,8.2
966933,,CCC(C)C(=O)NCCSSCCN(C)C,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H16,,8.2
960036,,COc1ccc2cc(ccc2c1)[C@@H](C)C(=O)N(C)CCSSCCN(C)C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I12,,8.1
967063,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(O)c(Cl)c2,1,DT95-273-10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,I21,,8.1
917040,,CN(C)CCSSCCNC(=O)Nc1ccc(CCO)cc1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,H09,,8.1
917048,,CCC(=O)Nc1cccc(NC(=O)NCCSSCCN(C)C)c1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J05,,8.1
1075444,,CC(C)c1ccc(CSSCCN(C)C)cc1,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,C09,,8.1
916920,,COc1cc(cc(OC)c1OC)C(=O)N2CCC(CC2)C(=O)NCCSSCCN,1,73,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,O07,,8
916921,,Cc1oc2ccccc2c1C(=O)N3CCC(CC3)C(=O)NCCSSCCN,1,74,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,O09,,8
917107,,COc1ccc(CC(=O)NCCSSCCN(C)C)cc1OC,1,261,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,F04,,8
917193,,CN(C)CCSSCCCNC(=O)c1cccnc1O,1,347,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E15,,8
917399,,COc1cc(F)ccc1C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccccn2,1,554,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,P09,,8
917437,,CN(C)CCSSC[C@H](NC(=O)c1cscn1)C(=O)NCc2ccncc2,1,592,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H06,,8
917569,,CN(C)CCSSCCNC(=O)C(C)(C)NC(=O)OCc1ccccc1,1,741,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E04,,8
917740,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@H]2CCCN2C(=O)OCc3ccccc3,1,906,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F14,,8
960043,,CN(C)CCSSCCN(C)C(=O)c1ccc2c[nH]nc2c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K06,,8
966922,,CN(C)CCSSCCNC(=O)C1CNC(=O)C1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F14,,8
966929,,CN(C)CCSSCCNC(=O)C1CCCCC1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H08,,8
993799,,CN(C)CCSSCCNC(=O)[C@H]1C[C@@H](CN(C1)S(=O)(=O)c2cc(Cl)c(O)c(Cl)c2)c3ccccc3,1,DT95-480-23,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A13,,8
994788,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2nnc(s2)C3CC3,1,DT95-captopril-B10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,J05,,8
994821,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)Nc2nc(Cc3ccccc3)cs2,1,DT95-captopril-,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L13,,8
916932,,COc1cccc2cc(oc12)C(=O)NCCCSSCCN,1,85,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A12,,7.9
916976,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc3cccc(O)c3cc2O,1,129,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I20,,7.9
917140,,CN(C)CCSSCCNC(=O)c1ccc(Cl)nc1Cl,1,294,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,L10,,7.9
917350,,COc1cccc(c1)C(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C,1,505,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F11,,7.9
917420,,COc1ccc(C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2cccnc2)c(C)c1,1,575,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D12,,7.9
917669,,CN(C)CCSSCCCNC(=O)c1ccccc1Cc2ccccc2,1,847,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J15,,7.9
957817,,COc1cc(C(=O)NCCCSSCCN(C)C)c(OC)c2ccccc12,1,1337,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K15,,7.9
959995,,CN(C)CCSSCCN(C)C(=O)COc1ccc(O)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,A10,,7.9
917067,,CN(C)CCSSCCNC(=O)Nc1cc(C)ccc1Cl,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,N03,,7.9
1075446,,CN(C)CCSSC1CCCc2ccccc12,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,C13,,7.9
916875,,NCCSSCCNC(=O)Cc1c(Cl)cccc1Cl,1,28,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E17,,7.8
917131,,COc1ccc(Cl)cc1C(=O)NCCSSCCN(C)C,1,285,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J12,,7.8
917271,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(Cl)nc2Cl,1,426,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E14,,7.8
917435,,CN(C)CCSSC[C@H](NC(=O)C1CC=C(NC(=O)C)C=C1C)C(=O)NCc2ccncc2,1,590,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F22,,7.8
917674,,CN(C)CCSSCCCNC(=O)C(CO)NC(=O)OCc1ccccc1,1,871,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P03,,7.8
917832,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(Cl)c(Cl)c2,1,1002,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I05,,7.8
917898,,CN(C)CCSSCCNC(=O)Cc1cccc(F)c1,1,1120,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O22,,7.8
918011,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)[C@@H](NC(=O)OCc2ccccc2)c3ccccc3,1,1249,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J20,,7.8
957827,,COc1ccc(c(C)c1)c2cn(CCSSCCN(C)C)nn2,1,1347,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M15,,7.8
966961,,CN(C)CCSSCCCNC(=O)Cc1ccccc1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N12,,7.8
916871,,NCCSSCCNC(=O)c1cc2cc(F)ccc2[nH]1,1,24,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E09,,7.7
917269,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C2=CC(=O)c3cc(C)ccc3O2,1,424,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,E10,,7.7
917423,,CN(C)CCSSC[C@H](NC(=O)c1cc(F)ccc1C(F)(F)F)C(=O)NCc2cccnc2,1,578,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D18,,7.7
917441,,CN(C)CCSSC[C@H](NC(=O)CNC(=O)c1ccccc1C)C(=O)NCc2ccncc2,1,596,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H14,,7.7
917539,,CN(C)CCSSCCNC(=O)C1=CC(=O)c2ccccc2O1,1,694,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K09,,7.7
917727,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CNC(=O)c2ccc(Cl)c(Cl)c2,1,892,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D06,,7.7
917762,,CC(Oc1ccc(Cl)cc1Cl)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,929,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J20,,7.7
917891,,CN(C)CCSSCCNC(=O)COc1cccc(Cl)c1,1,1112,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O06,,7.7
917842,,COc1cc2cc([nH]c2cc1OC)C(=O)N3CCC(CC3)C(=O)NCCSSCCN(C)C,2,1206,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,B14,,7.7
960019,,CN(C)CCSSCCN(C)C(=O)c1oc(Br)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E18,,7.7
917580,,CN(C)CCSSCCNC(=O)C(C)(C)Oc1ccc2ccccc2c1,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G10,,7.7
917132,,CN(C)CCSSCCNC(=O)c1ccc(CO)cc1,1,286,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J14,,7.6
917134,,CN(C)CCSSCCNC(=O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,1,288,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J18,,7.6
917157,,COc1cccc(C(=O)NCCCSSCCN(C)C)c1O,1,311,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P04,,7.6
917170,,CCN(CC)c1ccc(cc1)C(=O)NCCCSSCCN(C)C,1,324,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A09,,7.6
917239,,COc1ccccc1CC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,393,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O07,,7.6
917253,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C2=Cc3ccccc3OC2=O,1,407,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A16,,7.6
917504,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)c1ccc(s1)C(=O)C,1,659,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,C19,,7.6
917650,,C[C@@H](NC(=O)OCc1ccccc1)C(=O)NCCCSSCCN(C)C,1,843,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,J07,,7.6
917637,,CN(C)CCSSCCCNC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,2,801,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B03,,"7.6, 3.3, 13.4"
917847,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2,1,1018,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,K17,,"7.6, 8, 5.6"
917865,,CN(C)CCSSCCNC(=O)c1cc(Cl)cc(Cl)c1N,1,1049,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A20,,7.6
917910,,CN(C)CCSSCCNC(=O)c1oc(Br)cc1,1,1136,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D13,,7.6
917990,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Oc3ccc(C)cc3)cc2,1,1228,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F18,,7.6
966847,,CN(C)CCSSCCCn1cc(nn1)C(C)(C)NC(=O)c2cc(Cl)cc(Cl)c2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L11,,7.6
967204,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2onc(O)c2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,I13,,7.6
994467,,CN(C)CCSSCCNC(=O)c1ccc2nnc(NCc3ccccn3)n2c1,1,DT95-586-35,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C08,,7.6
994799,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2cccnc2,1,DT95-captopril-D04,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,P07,,7.6
916853,,CN(C)CCSSCCC(=O)N1CCN(CC1)c2nc(ns2)c3ccccc3,1,6,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,A13,,7.5
917044,,COc1cc(C)nc(NC(=O)NCCSSCCN(C)C)n1,1,198,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,H17,,7.5
917249,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccccn2,1,403,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A08,,7.5
917506,,COC(=O)[C@H](CSSCCN(C)C)NC(=O)C(C)c1ccc(O)cc1,1,661,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,E03,,7.5
917598,,CN(C)CCSSCCNC(=O)[C@@H](CC(=O)N)NC(=O)OC(C)(C)C,1,793,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O08,,"7.5, 4.3, 8.5"
917666,,CC(C(=O)NCCCSSCCN(C)C)c1ccc(OC(F)(F)F)cc1,1,865,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,N11,,7.5
917738,,COc1cc(CC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)cc(OC)c1OC,1,904,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F10,,7.5
957831,,CN(C)CCSSCCn1cc(nn1)C(C)(C)NC(=O)c2cc(Cl)cc(Cl)c2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,J19,,7.5
917919,,CN(C)CCSSCCNC(=O)c1cc(Br)ccc1O,2,DT95-364b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G17,,7.5
994797,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NC(C)C23CC4CC(CC(C4)C2)C3,1,DT95-captopril-D02,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L07,,7.5
917136,,CN(C)CCSSCCNC(=O)c1ccc(F)cc1F,1,290,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,J22,,7.4
917370,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)c2ccc3OCOc3c2,1,525,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,J11,,7.4
917807,,C[C@@H](N(C)C(=O)OCc1ccccc1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,975,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C11,,7.4
960022,,CN(C)CCSSCCN(C)C(=O)c1sc(Br)nc1C,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,G04,,7.4
994820,,COCCN1CCN(CC1)C(=O)[C@@H]2CCCN2C(=O)[C@H](C)CSSCCN(C)C,1,DT95-captopril-F11,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,J13,,7.4
917595,,CN(C)CCSSCCNC(=O)c1cc(OC(F)(F)F)ccc1N,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,G10,,7.4
917617,,COc1cc2cc([nH]c2cc1OC)C(=O)NCCSSCCN(C)C,4,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,K18,,7.4
917159,,CN(C)CCSSCCCNC(=O)c1cc(Cl)ccc1O,1,313,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P08,,7.3
917265,,CSc1ccc(Cl)c(c1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,420,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C22,,7.3
917332,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)C(=O)c2c[nH]c3ccccc23,1,487,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,B15,,7.3
917436,,COc1ncccc1C(=O)N[C@@H](CSSCCN(C)C)C(=O)NCc2ccncc2,1,591,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,H04,,7.3
917685,,CN(C)CCSSCCCNC(=O)c1ccc(NS(=O)(=O)C)cc1,1,832,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H05,,7.3
917704,,C[C@@H](N(C)C(=O)OCc1ccccc1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,819,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D19,,7.3
957785,,CN(C)CCSSCCCNC(=O)COc1cccc(Cl)c1,1,1305,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E11,,7.3
966948,,CN(C)CCSSCCCNC(=O)C1CCC(=O)N1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,L06,,7.3
993792,,COc1ccc(cc1)[C@H]2C[C@@H](CN(C2)C(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-479-42,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A21,,7.3
994449,,CN(C)CCSSCCNC(=O)c1ccc2[nH]nc(N)c2c1,1,DT95-586-15,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G04,,7.3
917026,,COC(=O)c1ccc(C)c(NC(=O)CCSSCCN(C)C)c1,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,D21,,7.3
916891,,NCCSSCCNC(=O)c1cc(ncn1)c2ccccc2,1,44,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I09,,7.2
917345,,COc1ccc(C(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C)c(O)c1,1,500,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D21,,7.2
917572,,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NCCSSCCN(C)C,1,752,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G06,,7.2
917928,,CN(C)CCSSCCNC(=O)c1ccc(Oc2ccc(O)cc2)cc1,1,1157,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H15,,7.2
957818,,CC[C@H](C)[C@H](N(C)C(=O)OC(C)(C)C)C(=O)NCCCSSCCN(C)C,1,1338,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,K17,,"7.2, 5.4, 7"
957999,,CN(C)CCSSCCCC(=O)Nc1nc(c(C)s1)c2ccccc2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O20,,7.2
966532,,CN(C)CCSSCCn1cc(nn1)c2ccc(cc2)C#N,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B09,,7.2
966817,,CN(C)CCSSCCCn1cc(COc2ccccc2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H19,,7.2
966840,,CN(C)CCSSCCCn1cc(nn1)c2ccccc2N,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,J13,,7.2
