,,,,,,,,,,,,,assay_1,assay_2
Compound,Alias,SMILES,Lot #,Lot Alias,Salt,Solvate,Vendor,PAINS,Bruns-Watson Demerit Score,Assay Count,Plate,Well,percentlabeled,percentlabeled
993882,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1c2ccc3[nH]cnc3c2)C(=O)c4cc(Cl)c(O)c(Cl)c4,1,DT95-499-34,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M15,,11.9
994520,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N(C)CCc2ccccc2,1,DT95-603b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D19,,11.9
917236,,COc1cccc(c1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,390,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M21,,11.8
917286,,COc1cccc(c1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,441,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I04,,11.8
917563,,COc1cc(CC(=O)NCCSSCCN(C)C)cc(OC)c1OC,2,970,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A21,,11.8
917572,,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NCCSSCCN(C)C,2,1044,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,A10,,11.8
957809,,CN(C)CCSSCCCNC(=O)c1ccc(Oc2ccc(C)cc2)cc1,1,1329,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I19,,11.8
957835,,CN(C)CCSSCCn1cc(nn1)c2ccc(F)cc2,1,1355,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O11,,11.8
917586,,C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)NCCSSCCN(C)C,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C20,,11.8
916946,,NCCSSCCCNC(=O)c1onc(c1)c2ccccc2,1,99,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,C20,,11.7
917006,,COc1ccc(CC(=O)NCCSSCCN)c(OC)c1,1,160,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,O22,,11.7
917524,,COc1ccc(cc1C(=O)NCCSSCCN(C)C)S(=O)(=O)N,1,679,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,G19,,11.7
917979,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cocc2,1,1216,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D14,,11.7
959998,,CN(C)CCSSCCN(C)C(=O)CCc1ccc(Cl)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,A16,,11.7
994831,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCC(F)F,1,DT95-captopril-H03,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,P15,,11.7
917173,,COc1cc(ccc1O)C(=O)NCCCSSCCN(C)C,1,327,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A15,,11.6
917298,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc3ccccc3c2O,1,453,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K08,,11.6
917379,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)Cc2ccc(F)cc2F,1,534,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,L09,,11.6
917559,,CN(C)CCSSCCNC(=O)C(CC(=O)c1ccccc1)c2cc3ccccc3n2C,1,719,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O19,,11.6
917736,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccccc2OCc3ccccc3,1,902,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F06,,11.6
917866,,CN(C)CCSSCCNC(=O)c1ccccc1NC(=O)c2ccccc2,1,1052,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C06,,11.6
918023,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2oc3ccccc3c2C,1,1261,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N04,,11.6
960059,,CN(C)CCSSCCN(C)C(=O)c1cccc(OC(F)(F)F)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M18,,11.6
960064,,CN(C)CCSSCCN(C)C(=O)c1ccc2c(C)cc(C)c(O)c2n1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O08,,11.6
994425,,CN(C)CCSSCCNC(=O)CCNC(=O)c1cc(O)cc(c1)c2ccc(F)cc2F,1,DT95-571D,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G16,,11.6
994781,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCCCC(F)(F)F,1,DT95-captopril-A12,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L03,,11.6
917259,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(F)cc(F)c2,1,413,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C08,,11.5
917582,,C[C@@H](N(C)C(=O)OCc1ccccc1)C(=O)NCCSSCCN(C)C,1,788,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,M18,,11.5
959992,,CN(C)CCSSCCN(C)C(=O)COc1ccc(F)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,A04,,11.5
917290,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cccc(c2)C(F)(F)F,1,445,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I12,,11.4
917292,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Oc3ccccc3)cc2,1,447,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I16,,11.4
917390,,CN(C)CCSSCCNC(=O)[C@@H]1CCCN(C1)C(=O)Cc2ccc(cc2)S(=O)(=O)C,1,545,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,N11,,11.4
917700,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CN(C)S(=O)(=O)c2ccc(C)cc2,1,830,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F21,,11.4
966909,,CN(C)CCSSCCNC(=O)c1ccc(C)cc1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B14,,11.4
917025,,CCN(CC)c1ccc(NC(=O)CCSSCCN(C)C)cc1,2,,TFA,None,,3,>100,1,SMDC-MPHORE-384-1-02-ECO1,D19,,11.4
916988,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccsc2Br,1,142,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,M06,,11.3
917318,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(CO)cc2,1,473,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O08,,11.3
917640,,CN(C)CCSSCCCNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C,1,790,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,M22,,11.3
917765,,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C,1,932,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,L06,,11.3
917888,,CN(C)CCSSCCNC(=O)COc1ccc(Br)cc1,1,1109,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,M20,,11.3
918028,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(Br)s2,1,1266,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N14,,11.3
993790,,COc1cccc(c1)[C@H]2C[C@@H](CN(C2)C(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-479-37,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C05,,11.3
993913,,COc1cccc(c1)[C@H]2C[C@H](CN(C2)C(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-505-35,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O12,,11.3
993953,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1Cc2cccc(Oc3ccccc3)c2)S(=O)(=O)c4cc(Cl)c(O)c(Cl)c4,1,DT95-505-11(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O13,,11.3
994332,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(Cl)cc2Cl,1,DT95-547B,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K06,,11.3
994474,,CN(C)CCSSCCNC(=O)c1ccc2[nH]nc(O)c2c1,1,DT95-586-44,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A14,,11.3
917144,,CN(C)CCSSCCNC(=O)c1ccc(F)c(F)c1,1,298,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,L18,,11.2
917287,,COc1ccc(cc1OC)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,442,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,I06,,11.2
917351,,COc1ccc(cc1OC)C(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C,1,506,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,F13,,11.2
917418,,CN(C)CCSSC[C@H](NC(=O)c1cscn1)C(=O)NCc2cccnc2,1,573,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D08,,11.2
917724,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C(C)(C)Oc2ccc3ccccc3c2,1,889,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B20,,11.2
917747,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@H](CO)N(C)C(=O)OC(C)(C)C,1,913,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H08,,"11.2, 1.5, 9.1"
917892,,CN(C)CCSSCCNC(=O)COc1ccc(cc1)C#N,1,1113,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O08,,11.2
957840,,CN(C)CCSSCCn1cc(nn1)c2cccnc2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H13,,11.2
966906,,CN(C)CCSSCCNC(=O)Cc1cccnc1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B04,,11.2
993955,,COc1ccc(cc1)[C@H]2CN(C[C@@H]2C(=O)NCCSSCCN(C)C)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-4(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O17,,11.2
994616,,CN(C)CCSSCCNC(=O)CCNC(=O)c1cc(ccc1O)c2cc(F)cc(F)c2,1,DT95-623-2,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D21,,11.2
916896,,NCCSSCCNC(=O)c1ccc(nc1)C(F)(F)F,1,49,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I19,,11.1
916953,,COc1ccc(cc1)n2ncc(C(=O)NCCCSSCCN)c2C(F)(F)F,1,106,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E14,,11.1
916961,,NCCSSCCNC(=O)C1CCN(CC1)C(=O)C(=O)c2c[nH]c3ccccc23,1,114,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G10,,11.1
917171,,CN(C)CCSSCCCNC(=O)c1ccc(Oc2ccccc2)cc1,1,325,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A11,,11.1
917324,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2ccc(cc2)S(=O)(=O)C,1,479,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O20,,11.1
917897,,CN(C)CCSSCCNC(=O)c1cccc(c1)C2CC2,1,1119,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,O20,,11.1
957783,,CN(C)CCSSCCCNC(=O)COc1ccc(C)cc1,1,1303,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E07,,11.1
960020,,CN(C)CCSSCCN(C)C(=O)c1ccc(F)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E20,,11.1
973179,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cccc(c2)c3ccc(F)cc3F,1,DT95-354b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E11,,11.1
967205,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(O)nn2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,I15,,11.1
993946,,COc1ccc(cc1)[C@H]2C[C@H](CN(C2)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-505-6(S),TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O09,,11.1
994783,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCN(C)CC2,1,DT95-captopril-B03,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,P03,,11.1
994830,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)N2CC(F)C2,1,DT95-captopril-H02,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,N15,,11.1
916879,,NCCSSCCNC(=O)c1cc(F)c(F)cc1Br,1,32,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,G05,,11
916895,,NCCSSCCNC(=O)c1ccc(Cl)c(F)c1,1,48,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I17,,11
917281,,COc1ccc(C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C)c(O)c1,1,436,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,G14,,11
917313,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(F)cc(F)c2,1,468,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,M18,,11
917837,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(NS(=O)(=O)C)cc2,1,1007,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I15,,11
917919,,CN(C)CCSSCCNC(=O)c1cc(Br)ccc1O,1,1147,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F15,,11
917992,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(Cl)c(N)c(Cl)c2,1,1230,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,F22,,11
966791,,CN(C)CCSSCCn1cc(CNC(=O)c2cnn3c(C)cc(C)cc23)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F17,,11
993694,,CN(C)CCSSCCNC(=O)[C@H]1CCN(C1)S(=O)(=O)c2cc(Cl)c(O)c(Cl)c2,1,DT95-431,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C21,,11
993885,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@@H]1C2CCCCC2)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-498-10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M09,,11
994777,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccc(cc2)c3cccs3,1,DT95-captopril-A04,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,D03,,11
994837,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NC2CCC(CC2)C(F)(F)F,1,DT95-captopril-H10,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,L17,,11
994840,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)O,1,DT95-683,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,F19,,11
917585,,CN(C)CCSSCCNC(=O)COc1cccc(Cl)c1Cl,3,,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C18,,11
1075436,,CN(C)CCSSCCC(=O)Nc1ccccc1,1,Joshua,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,A11,,11
916874,,NCCSSCCNC(=O)C(=O)c1c[nH]c2ccccc12,1,27,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,E15,,10.9
917753,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)Cc2cccc(Oc3ccccc3)c2,1,919,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,H20,,10.9
917789,,CC(C)[C@H](N(C)C(=O)OC(C)(C)C)C(=O)N1CCC[C@@H](C1)C(=O)NCCSSCCN(C)C,1,956,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P14,,"10.9, 1.2, 6.2"
917833,,C[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,1003,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,I07,,10.9
918010,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc3[nH]ncc3c2,1,1248,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J18,,10.9
960010,,CN(C)CCSSCCN(C)C(=O)c1cccc(F)c1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,C20,,10.9
960033,,CN(C)CCSSCCN(C)C(=O)c1ccc(Oc2ccc(O)cc2)cc1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,I06,,10.9
966792,,CN(C)CCSSCCCn1cc(CC2CCCC2)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F19,,10.9
917558,,CN(C)CCSSCCNC(=O)c1cccc(F)c1,3,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,B10,,10.9
917188,,CN(C)CCSSCCCNC(=O)c1ccccn1,2,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,D14,,10.9
973233,,CN(C)CCSSCCNC(=O)[C@H]1CCN(C1)C(=O)c2cc(ccc2O)c3ccc(F)cc3F,1,DT95-415,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E07,,10.9
993805,,COc1ccc(cc1)[C@H]2C[C@@H](CN(C2)S(=O)(=O)c3cc(Cl)c(O)c(Cl)c3)C(=O)NCCSSCCN(C)C,1,DT95-480-42,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,A15,,10.9
993938,,CN(C)CCSSCCNC(=O)[C@H]1CN(C[C@H]1CN(CC2CCCCC2)C(=O)C)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-3,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,K20,,10.9
994444,,CN(C)CCSSCCNC(=O)c1ccc2oc(O)nc2c1,1,DT95-586-9,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,G14,,10.9
917078,,CN(C)CCSSCCNC(=O)c1cc(Cl)cc(Cl)c1O,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P05,,10.9
917166,,CCOc1ccccc1C(=O)NCCCSSCCN(C)C,1,320,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,P22,,10.8
917182,,COc1cccc(CC(=O)NCCCSSCCN(C)C)c1,1,336,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C13,,10.8
917563,,COc1cc(CC(=O)NCCSSCCN(C)C)cc(OC)c1OC,1,771,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,K04,,10.8
917705,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)CN(C)C(=O)OCc2ccccc2,1,810,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,B21,,10.8
917739,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccccc2OC(F)(F)F,1,905,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,F12,,10.8
917871,,CN(C)CCSSCCNC(=O)c1ccc(OC(F)(F)F)cc1,1,1065,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,E12,,10.8
917946,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)COc2ccc(OCc3ccccc3)cc2,1,1182,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,N05,,10.8
993943,,COc1ccc(cc1)[C@H]2CN(C[C@@H]2C(=O)NCCSSCCN(C)C)C(=O)c3cc(Cl)c(O)c(Cl)c3,1,DT95-505-4,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,O10,,10.8
916979,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2oc(cc2)c3ccc(Cl)cc3,1,133,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,K08,,10.7
917168,,CN(C)CCSSCCCNC(=O)c1ccc(NC(=O)C)cc1,1,322,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,A05,,10.7
917341,,COc1cccc(C(=O)N2CCC[C@H](C2)C(=O)NCCSSCCN(C)C)c1OC,1,496,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,D13,,10.7
917554,,CN(C)CCSSCCNC(=O)c1ccccc1Br,1,711,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,O03,,10.7
917292,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(Oc3ccccc3)cc2,2,900,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,D22,,10.7
917786,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@H](CO)NC(=O)OCc2ccccc2,1,953,TFA,None,,0,>100,1,SMDC-MPHORE-384-3-02-ECO1,P08,,10.7
918004,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2cc(N)cc(c2)C(F)(F)F,1,1242,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J06,,10.7
918033,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(F)cc2,1,1273,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,P08,,10.7
960016,,CN(C)CCSSCCN(C)C(=O)c1cc2ccccc2s1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,E12,,10.7
957835,,CN(C)CCSSCCn1cc(nn1)c2ccc(F)cc2,2,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,F11,,10.7
966928,,CN(C)CCSSCCNC(=O)c1cccs1,1,95-246-Sai1,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H06,,10.7
993922,,C[C@@H]1CN(C[C@H](O1)C(=O)NCCSSCCN(C)C)C(=O)c2cc(ccc2O)c3ccc(F)cc3F,1,DT95-506b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,M20,,10.7
917264,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(CO)cc2,1,419,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,C20,,10.6
917584,,CN(C)CCSSCCNC(=O)c1ccccc1OC(F)(F)F,2,1057,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,C16,,10.6
917977,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)c2ccc(F)cc2,1,1214,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,D10,,10.6
917998,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)[C@H]2CCCCN2C(=O)OCc3ccccc3,1,1236,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,H14,,10.6
957768,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)[C@H]2CCCCN2C(=O)OCc3ccccc3,1,1288,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,A17,,10.6
957829,,CN(C)CCSSCCn1cc(nn1)C2CCCCC2,1,1349,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,M19,,10.6
957840,,CN(C)CCSSCCn1cc(nn1)c2cccnc2,1,1360,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,O21,,10.6
966796,,CN(C)CCSSCCCn1cc(CNC(=O)c2cnn3c(C)cc(C)cc23)nn1,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,H07,,10.6
966857,,COc1cc(OC)cc(c1)c2cn(CCCSSCCN(C)C)nn2,1,,TFA,None,,0,>100,1,SMDC-MPHORE-384-5-02-ECO1,N15,,10.6
967286,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2ccc(O)c(c2)c3ccc(F)cc3F,1,DT95-338b,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,E17,,10.6
994466,,CN(C)CCSSCCNC(=O)c1cc(Cl)c2[nH]nnc2c1,1,DT95-586-34,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,C10,,10.6
1075381,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C2(CCC(N)CC2)Oc3ccc(Cl)cc3,1,F,TFA,None,,0,>100,1,SMDC-MPHORE-384-7-01-ECO1,I21,,10.6
916970,,COc1ncccc1C(=O)N2CCC(CC2)C(=O)NCCSSCCN,1,123,TFA,None,,0,>100,1,SMDC-MPHORE-384-1-02-ECO1,I08,,10.5
917242,,COc1cccc(CC(=O)N2CCC[C@@H](C2)C(=O)NCCSSCCN(C)C)c1,1,396,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,O13,,10.5
917299,,COc1ccccc1CC(=O)N2CCC(CC2)C(=O)NCCSSCCN(C)C,1,454,TFA,None,,0,>100,1,SMDC-MPHORE-384-2-02-ECO1,K10,,10.5
918005,,CN(C)CCSSCCNC(=O)C1CCN(CC1)C(=O)C2CC(=O)c3ccccc23,1,1243,TFA,None,,0,>100,1,SMDC-MPHORE-384-4-02-ECO1,J08,,10.5
967062,,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)c2cc(Cl)cc(Cl)c2O,1,DT95-273-9,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,I19,,10.5
994779,,C[C@H](CSSCCN(C)C)C(=O)N1CCC[C@H]1C(=O)NCc2ccc3OCCOc3c2,1,DT95-captopril-A06,TFA,None,,0,>100,1,SMDC-MPHORE-384-6-01-ECO1,H03,,10.5
